39067,0,1,9,92,3275,1,0
39068,0,1,9,92,3275,1,0
39069,0,1,8,92,3275,1,0
39070,0,1,8,92,3275,1,0
39071,0,1,9,91,3275,1,0
39072,0,1,8,93,3275,1,0
39073,0,1,8,92,3275,1,0
39074,0,2,9,92,3275,1,0
39075,0,1,8,92,3275,1,0
39076,0,1,9,92,3275,1,0
39077,0,1,9,92,3275,1,0
39078,0,1,9,91,3275,1,0
39079,0,1,8,92,3275,1,0
39080,0,2,9,93,3275,1,0
39081,0,1,9,92,3275,1,0
39082,0,1,9,92,3275,1,0
39083,0,1,9,92,3275,1,0
39084,0,1,8,92,3275,1,0
39085,0,1,8,92,3275,1,0
39086,0,1,8,92,3275,1,0
39087,0,1,8,93,3275,1,0
39088,0,2,9,92,3275,1,0
39089,0,1,9,92,3275,1,0
39090,0,1,8,93,3275,1,0
39091,0,3275,15,93,3273,1,1
39092,0,2,6,95,3276,1,0
39093,0,0,9,91,3275,1,0
39094,0,2,7,92,3275,1,0
39095,0,1,9,93,3275,1,0
39096,0,1,8,92,3275,1,0
39097,0,1,9,92,3275,1,0
39098,0,3276,19,89,3270,3275,1
39099,0,1,9,92,3275,1,0
39100,0,1,9,92,3275,0,0
39101,0,1,8,92,3275,1,0
39102,0,1,8,92,3275,1,0
39103,0,2,10,93,3275,0,0
39104,0,1,9,92,3275,1,0
39105,0,1,8,91,3275,1,0
39106,0,2,8,91,3275,1,0
39107,0,2,8,92,3275,1,0
39108,0,1,8,92,3275,1,0
39109,0,3,6,88,4,3275,0
39110,0,0,11,92,3274,3277,0
39111,0,1,8,92,3275,1,0
39112,0,0,9,92,3275,1,0
39113,0,2,8,92,3275,1,0
39114,0,1,8,93,3275,1,0
39115,0,1,9,93,3275,1,0
39116,0,1,8,91,3275,1,0
39117,0,2,8,90,3275,1,0
39118,0,1,9,93,3275,1,0
39119,0,3276,8,104,3273,3276,0
39120,0,3,6,90,3276,2,0
39121,0,1,8,93,3275,1,0
39122,0,2,8,91,3275,1,0
39123,0,1,9,92,3275,1,0
39124,0,2,8,92,3275,1,0
39125,0,0,3268,128,3267,4,0
39126,0,4,3276,85,0,2,3277
39127,0,1,8,91,3275,1,0
39128,0,1,8,92,3275,1,0
39129,0,1,9,92,3275,1,0
39130,0,1,9,93,3275,1,0
39131,0,2,8,91,3275,1,0
39132,0,1,9,92,3275,1,0
39133,0,1,8,92,3275,1,0
39134,0,2,8,93,3275,1,0
39135,0,1,8,91,3275,1,0
39136,0,2,8,91,3275,1,0
39137,0,1,8,92,3275,1,0
39138,0,1,8,92,3275,1,0
39139,0,1,12,98,3271,3,3276
39140,0,1,9,92,3273,3277,0
39141,0,2,8,93,3275,1,0
39142,0,2,9,92,3275,1,0
39143,0,1,8,92,3275,1,0
39144,0,2,8,92,3275,0,0
39145,0,2,9,92,3275,1,0
39146,0,1,9,93,3275,1,0
39147,0,1,8,92,3275,1,0
39148,0,1,8,92,3275,1,0
39149,0,1,9,92,3275,1,0
39150,0,1,8,92,3275,1,0
39151,0,2,8,93,3275,1,0
39152,0,1,8,92,3275,1,0
39153,0,1,8,92,3275,1,0
39154,0,1,9,91,3275,1,1
