1,2.017e+13,30,197,1832,65253,119,42
2,2.017e+13,28,197,1833,65248,126,44
3,2.017e+13,34,201,1832,65251,119,42
4,2.017e+13,27,200,1827,65256,119,43
5,2.017e+13,28,197,1834,65250,122,46
6,2.017e+13,31,198,1837,65250,117,45
7,2.017e+13,25,198,1831,65259,122,41
8,2.017e+13,30,197,1831,65250,123,48
9,2.017e+13,30,197,1835,65248,123,43
10,2.017e+13,29,198,1832,65249,120,43
11,2.017e+13,28,199,1829,65255,123,47
12,2.017e+13,29,197,1831,65250,126,47
13,2.017e+13,29,200,1830,65250,123,40
14,2.017e+13,29,198,1836,65248,116,46
15,2.017e+13,30,198,1832,65250,122,51
16,2.017e+13,26,197,1832,65256,122,45
17,2.017e+13,27,201,1831,65252,127,48
18,2.017e+13,29,197,1832,65251,122,48
19,2.017e+13,30,201,1834,65245,131,43
20,2.017e+13,30,200,1829,65251,123,43
21,2.017e+13,28,198,1833,65260,128,44
22,2.017e+13,26,200,1830,65244,113,44
23,2.017e+13,29,195,1831,65249,130,44
24,2.017e+13,28,196,1835,65246,124,45
25,2.017e+13,31,195,1824,65252,118,3321
26,2.017e+13,28,200,1840,65231,116,45
27,2.017e+13,25,200,1826,65253,120,40
28,2.017e+13,29,199,1832,65252,138,42
29,2.017e+13,19658,13291,1892,45812,13173,3428
30,2.017e+13,23014,23110,1751,42083,19808,16453
31,2.017e+13,6596,212,1868,45546,9950,13158
32,2.017e+13,25,197,1825,52194,128,16418
33,2.017e+13,34,197,1830,65257,126,48
34,2.017e+13,31,197,1834,65250,127,43
35,2.017e+13,29,197,1834,65245,126,45
36,2.017e+13,28,200,1826,65248,123,47
37,2.017e+13,30,201,1829,65250,132,45
38,2.017e+13,30,200,1835,65254,117,3320
39,2.017e+13,32,201,1828,65253,130,44
40,2.017e+13,31,199,1831,65256,126,45
41,2.017e+13,33,199,1834,65252,128,46
42,2.017e+13,16446,16523,1728,35946,13155,3461
43,2.017e+13,39352,16590,1864,55205,19845,26251
44,2.017e+13,44,6744,1830,42386,9959,19700
45,2.017e+13,31,200,1831,65248,119,43
46,2.017e+13,31,203,1830,65250,130,43
47,2.017e+13,30,202,1832,65252,122,45
48,2.017e+13,32,199,1829,65248,124,49
