8376,20180120164545,772,65484,63353,237,26,4
8377,20180120164545,769,65487,63352,237,26,3280
8378,20180120164545,774,65482,63352,237,26,3280
8379,20180120164545,772,65489,63352,237,26,6557
8380,20180120164546,771,65483,63352,238,27,3280
8381,20180120164546,768,65487,63351,237,27,4
8382,20180120164546,775,65483,63356,238,26,3281
8383,20180120164546,771,65481,63355,237,26,4
8384,20180120164547,771,65486,63352,237,26,3
8385,20180120164547,771,65483,63352,237,26,3
8386,20180120164547,773,65483,63353,238,27,3
8387,20180120164547,772,65485,63354,237,26,9833
8388,20180120164547,772,65486,63354,237,26,4
8389,20180120164547,772,65486,63354,237,26,4
8390,20180120164548,776,65484,63359,237,27,3280
8391,20180120164548,771,65487,63354,237,26,3280
8392,20180120164548,772,65486,63357,237,26,6557
8393,20180120164548,769,65487,63351,237,27,6556
8394,20180120164548,770,65488,63354,237,26,3280
8395,20180120164548,768,65487,63357,237,26,3
8396,20180120164549,774,65486,63357,237,27,4
8397,20180120164549,771,65487,63355,238,26,3280
8398,20180120164549,772,65487,63353,238,26,3280
8399,20180120164549,772,65485,63350,236,27,4
8400,20180120164550,774,65483,63359,237,26,3
8401,20180120164550,773,65484,63353,237,26,4
8402,20180120164550,772,65484,63352,237,26,3280
8403,20180120164550,772,65485,63357,238,26,6557
8404,20180120164550,771,65484,63354,237,27,3
8405,20180120164550,773,65487,63355,237,26,3280
8406,20180120164551,771,65485,63354,237,27,3280
8407,20180120164551,774,65486,63353,237,26,6557
8408,20180120164551,773,65484,63355,237,26,3
8409,20180120164551,773,65485,63354,237,27,9833
8410,20180120164551,773,65485,63351,237,26,3280
8411,20180120164551,769,65489,63353,237,27,3
8412,20180120164552,771,65488,63353,237,26,3279
8413,20180120164552,773,65484,63354,237,27,3
8414,20180120164552,773,65486,63356,237,27,3
8415,20180120164552,770,65486,63355,238,27,6557
8416,20180120164553,774,65486,63356,238,27,3
8417,20180120164553,770,65485,63354,238,26,3280
8418,20180120164553,773,65487,63354,237,26,3280
8419,20180120164553,771,65486,63353,237,26,3
8420,20180120164553,772,65486,63348,238,28,4
8421,20180120164553,772,65488,63356,237,27,6557
8422,20180120164553,769,65485,63356,237,27,9833
8423,20180120164553,776,65485,63352,238,27,3280
8424,20180120164554,772,65489,63355,238,27,3
8425,20180120164554,774,65485,63350,237,26,4
8426,20180120164554,769,65486,63356,238,26,3
8427,20180120164554,772,65485,63358,238,26,3
8428,20180120164555,773,65486,63352,237,27,6557
8429,20180120164555,772,65489,63353,236,25,3279
8430,20180120164555,772,65486,63355,237,26,4
8431,20180120164555,773,65486,63356,237,27,3
8432,20180120164556,772,65484,63356,237,26,3280
8433,20180120164556,775,65484,63352,237,26,3280
8434,20180120164556,772,65486,63355,237,26,3
8435,20180120164556,773,65488,63356,237,27,4
8436,20180120164556,773,65487,63355,236,25,4
8437,20180120164556,774,65486,63355,237,25,3280
8438,20180120164556,771,65487,63356,237,27,3280
8439,20180120164556,772,65486,63355,237,27,3
8440,20180120164557,770,65485,63356,237,26,3280
8441,20180120164557,774,65488,63352,238,27,3280
8442,20180120164557,770,65487,63355,237,26,3280
8443,20180120164557,776,65487,63355,238,26,3
8444,20180120164558,773,65486,63353,237,26,3280
8445,20180120164558,773,65486,63351,237,26,4
8446,20180120164558,773,65485,63355,237,27,3
8447,20180120164558,771,65485,63353,238,26,4
8448,20180120164559,771,65487,63355,237,26,3
8449,20180120164559,773,65484,63352,237,26,3
8450,20180120164559,772,65488,63356,237,28,3
8451,20180120164559,771,65485,63355,237,27,3
8452,20180120164559,770,65485,63352,238,27,3
8453,20180120164559,770,65488,63352,237,26,3
8454,20180120164559,772,65485,63353,237,26,4
8455,20180120164559,771,65483,63355,237,26,3280
8456,20180120164600,772,65484,63354,237,28,3279
8457,20180120164600,771,65486,63352,237,26,3
8458,20180120164600,770,65484,63356,238,27,3
8459,20180120164600,771,65483,63352,237,26,3280
8460,20180120164601,771,65485,63354,237,27,3280
8461,20180120164601,775,65486,63351,237,26,3
8462,20180120164601,773,65485,63355,237,26,3
8463,20180120164601,771,65487,63354,237,26,3280
8464,20180120164601,774,65487,63353,240,25,22935
8465,20180120164602,772,65487,63354,237,26,9833
8466,20180120164602,769,65486,63354,237,26,3280
8467,20180120164602,770,65487,63358,238,26,3280
8468,20180120164602,771,65484,63353,237,26,3280
8469,20180120164602,773,65485,63361,237,26,4
8470,20180120164602,771,65485,63353,237,26,3
8471,20180120164602,770,65487,63353,237,26,3
8472,20180120164603,772,65485,63354,237,27,3
8473,20180120164603,775,65486,63355,237,26,3
8474,20180120164603,770,65485,63352,236,26,3280
8475,20180120164603,772,65487,63355,237,27,3280
8476,20180120164604,771,65485,63352,237,27,3
8477,20180120164604,773,65483,63355,237,27,6557
